sid,basin,sphere,season,year,month,day,hour,lat,lon,lmi,sshs,occurtime
2005230N20144,WP,NH,2005,2005,8,21,18,23.1,139.7,125,4,232.75
2005232N13263,EP,NH,2005,2005,8,22,0,17.2,-108.5,90,2,233.0
2005235N19266,NA,NH,2005,2005,8,23,0,19.7,-95.7,45,0,234.0
2005236N23285,NA,NH,2005,2005,8,28,18,26.3,-88.6,150,5,239.75
2005237N14148,WP,NH,2005,2005,8,30,6,21.8,128.3,130,4,241.25
2005238N17255,EP,NH,2005,2005,8,26,12,17.7,-108.7,45,0,237.5
2005241N14315,NA,NH,2005,2005,8,31,12,29.0,-50.4,35,0,242.5
2005241N15155,WP,NH,2005,2005,9,1,18,18.8,138.5,140,5,243.75
2005245N19315,NA,NH,2005,2005,9,6,0,32.6,-56.6,100,3,248.0
2005248N08142,WP,NH,2005,2005,9,10,18,26.1,123.5,115,4,252.75
2005249N26281,NA,NH,2005,2005,9,11,6,31.7,-75.9,75,1,253.25
2005249N28293,NA,NH,2005,2005,9,9,0,32.6,-61.1,80,1,251.0
2005255N15246,EP,NH,2005,2005,9,20,0,16.0,-143.3,110,3,262.0
2005257N15120,WP,NH,2005,2005,9,18,0,17.0,108.1,50,0,260.0
2005258N12242,EP,NH,2005,2005,9,18,12,14.2,-129.2,115,4,260.5
2005261N13245,EP,NH,2005,2005,9,17,18,12.4,-115.2,35,0,259.75
2005261N13306,NA,NH,2005,2005,9,20,0,17.7,-56.6,70,1,262.0
2005261N14252,EP,NH,2005,2005,9,20,12,19.3,-118.8,70,1,262.5
2005261N21290,NA,NH,2005,2005,9,22,6,24.8,-87.6,155,5,264.25
2005262N13127,WP,NH,2005,2005,9,25,6,19.0,112.3,90,2,267.25
2005262N20155,WP,NH,2005,2005,9,23,12,28.4,138.6,100,3,265.5
2005266N15252,EP,NH,2005,2005,9,24,18,16.3,-110.8,50,0,266.75
2005268N19146,WP,NH,2005,2005,9,28,12,22.5,136.1,125,4,270.5
2005271N17255,EP,NH,2005,2005,10,1,6,21.6,-111.5,90,2,273.25
2005274N12327,NA,NH,2005,2005,9,30,18,12.2,-33.0,30,-1,272.75
2005274N17086,NI,NH,2005,2005,10,2,12,20.2,87.1,40,0,274.5
2005275N19274,NA,NH,2005,2005,10,4,12,18.6,-94.9,70,1,276.5
2005277N34328,NA,NH,2005,2005,10,4,18,37.1,-26.7,45,-2,276.75
2005278N27280,NA,NH,2005,2005,10,5,18,29.5,-80.9,45,0,277.75
2005279N17111,WP,NH,2005,2005,10,7,6,16.8,108.9,30,-3,279.25
2005281N26303,NA,NH,2005,2005,10,12,18,38.7,-73.5,40,-4,284.75
2005281N33339,NA,NH,2005,2005,10,9,18,34.1,-18.9,65,1,281.75
2005282N22138,WP,NH,2005,2005,10,16,6,24.7,133.5,115,4,288.25
2005287S09084,SI,SH,2006,2005,10,14,18,-12.0,81.4,40,0,105.75
2005288N11259,EP,NH,2005,2005,10,15,0,11.0,-101.2,30,-1,287.0
2005289N18282,NA,NH,2005,2005,10,19,12,17.3,-82.8,160,5,291.5
2005296N16293,NA,NH,2005,2005,10,23,0,17.3,-69.6,45,0,295.0
2005298N12088,NI,NH,2005,2005,10,27,0,12.7,82.0,35,0,299.0
2005300N10279,NA,NH,2005,2005,10,30,6,13.3,-83.1,100,3,302.25
2005301N13117,WP,NH,2005,2005,10,31,6,14.4,111.3,85,2,303.25
2005308S07098,SI,SH,2006,2005,11,6,6,-10.8,93.6,35,0,128.25
2005311N08140,WP,NH,2005,2005,11,9,18,14.5,126.3,45,0,312.75
2005316N05134,WP,NH,2005,2005,11,17,12,13.5,129.6,70,1,320.5
2005318N13298,NA,NH,2005,2005,11,19,12,16.1,-85.4,45,0,322.5
2005322S04095,SI,SH,2006,2005,11,23,0,-12.5,90.3,115,4,145.0
2005324N27312,NA,NH,2005,2005,11,24,12,24.8,-39.0,60,0,327.5
2005330N09096,NI,NH,2005,2005,11,28,18,11.1,87.3,45,0,331.75
2005333N32311,NA,NH,2005,2005,12,5,6,34.0,-36.7,75,1,338.25
2005338N09093,NI,NH,2005,2005,12,9,0,10.3,83.3,60,0,342.0
2005349N06090,NI,NH,2005,2005,12,18,0,10.4,83.0,45,0,351.0
2005350N08127,WP,NH,2005,2005,12,19,6,9.1,111.5,45,0,352.25
2005351S09084,SI,SH,2006,2005,12,24,6,-12.6,85.0,35,0,176.25
2005364N24324,NA,NH,2006,2006,1,1,18,25.0,-38.6,55,0,0.75
2006006S11129,SI,SH,2006,2006,1,9,0,-18.8,117.5,60,0,192.0
2006007S15182,SP,SH,2006,2006,1,13,6,-18.6,-171.2,40,0,196.25
2006012N03081,NI,NH,2006,2006,1,14,0,6.4,75.2,45,0,13.0
2006013S13184,SP,SH,2006,2006,1,14,12,-20.2,-172.7,60,0,197.5
2006017S15126,SI,SH,2006,2006,1,20,0,-17.5,120.6,50,0,203.0
2006021S11053,SI,SH,2006,2006,2,3,18,-22.5,41.8,100,3,217.75
2006025S18147,SP,SH,2006,2006,1,30,18,-19.0,165.6,80,1,213.75
2006040S15181,SP,SH,2006,2006,2,13,12,-21.6,-176.8,75,1,227.5
2006049S16051,SI,SH,2006,2006,2,19,18,-18.9,56.8,45,0,233.75
2006053S11144,SP,SH,2006,2006,2,23,6,-11.2,146.5,45,0,237.25
2006054S09082,SI,SH,2006,2006,2,28,0,-16.1,79.0,130,4,242.0
2006057S12114,SI,SH,2006,2006,2,27,18,-19.5,115.3,35,0,241.75
2006060N04141,WP,NH,2006,2006,3,4,6,5.8,138.4,35,0,62.25
2006060S13058,SI,SH,2006,2006,3,8,6,-27.7,56.8,55,0,250.25
2006074S13158,SP,SH,2006,2006,3,19,18,-17.5,146.8,115,4,261.75
2006075S14185,SP,SH,2006,2006,3,22,6,-18.0,153.8,80,1,264.25
2006078S12119,SI,SH,2006,2006,3,24,0,-15.1,108.2,115,4,266.0
2006081S14129,SI,SH,2006,2006,3,28,12,-16.7,120.4,120,4,270.5
2006093S15115,SI,SH,2006,2006,4,6,6,-18.3,115.5,55,0,279.25
2006094S08087,SI,SH,2006,2006,4,14,6,-14.2,88.7,50,0,287.25
2006106S10153,SP,SH,2006,2006,4,23,12,-11.3,136.6,155,5,296.5
2006114N08090,NI,NH,2006,2006,4,28,12,15.6,92.8,120,4,117.5
2006128N09138,WP,NH,2006,2006,5,15,0,14.2,115.3,125,4,134.0
2006147N15259,EP,NH,2006,2006,5,28,6,15.6,-101.4,40,0,147.25
2006155N16257,EP,NH,2006,2006,6,3,18,16.4,-102.5,30,-1,153.75
2006161N20275,NA,NH,2006,2006,6,12,12,26.8,-86.3,60,0,162.5
2006174N08135,WP,NH,2006,2006,6,27,18,18.7,112.5,45,0,177.75
2006180N06140,WP,NH,2006,2006,7,5,0,17.9,130.8,130,4,185.0
2006182N20088,NI,NH,2006,2006,7,2,12,20.3,86.8,35,0,182.5
2006188N10143,WP,NH,2006,2006,7,10,18,17.9,130.6,50,0,190.75
2006192N13250,EP,NH,2006,2006,7,13,6,17.2,-119.8,110,3,193.25
2006193N13258,EP,NH,2006,2006,7,13,18,17.7,-110.8,75,1,193.75
2006198N08152,WP,NH,2006,2006,7,21,12,16.2,131.7,75,1,201.5
2006198N12252,EP,NH,2006,2006,7,22,0,13.5,-128.0,130,4,202.0
2006198N37291,NA,NH,2006,2006,7,17,18,41.1,-63.7,45,0,197.75
2006200N32287,NA,NH,2006,2006,7,19,18,35.9,-73.5,50,0,199.75
2006203N12257,EP,NH,2006,2006,7,23,18,18.0,-107.7,55,0,203.75
2006209N13130,WP,NH,2006,2006,8,3,0,20.2,112.8,70,1,214.0
2006213N13256,EP,NH,2006,2006,8,1,12,13.8,-105.1,35,0,212.5
2006213N14239,EP,NH,2006,2006,8,1,18,14.7,-126.6,45,0,212.75
2006213N16302,NA,NH,2006,2006,8,2,6,18.5,-62.2,55,0,213.25
2006216N07151,WP,NH,2006,2006,8,9,12,25.3,125.3,140,5,220.5
2006216N21152,WP,NH,2006,2006,8,6,6,27.5,141.5,60,0,217.25
2006217N20134,WP,NH,2006,2006,8,8,18,23.0,121.6,55,0,219.75
2006224N21141,WP,NH,2006,2006,8,17,18,32.1,131.1,55,0,228.75
2006225N17126,WP,NH,2006,2006,8,14,18,20.2,133.9,45,0,225.75
2006228N10218,EP,NH,2006,2006,8,25,6,19.1,-174.2,140,5,236.25
2006228N13247,EP,NH,2006,2006,8,18,6,15.6,-124.0,95,2,229.25
2006234N12258,EP,NH,2006,2006,8,23,12,17.8,-111.0,105,3,234.5
2006234N12338,NA,NH,2006,2006,8,23,12,16.7,-31.0,45,0,234.5
2006234N18109,WP,NH,2006,2006,8,24,18,21.5,112.6,30,-1,235.75
2006237N13298,NA,NH,2006,2006,8,27,6,16.9,-72.7,65,1,238.25
2006240N12265,EP,NH,2006,2006,8,30,12,16.0,-101.7,115,4,241.5
2006242N16246,EP,NH,2006,2006,8,31,12,17.8,-116.4,70,1,242.5
2006247N14321,NA,NH,2006,2006,9,10,18,29.3,-66.1,80,1,252.75
2006252N13139,WP,NH,2006,2006,9,15,12,23.1,123.8,120,4,257.5
2006253N20120,WP,NH,2006,2006,9,12,6,19.4,115.4,30,-1,254.25
2006254N20306,NA,NH,2006,2006,9,14,0,27.3,-57.4,105,3,256.0
2006256N12338,NA,NH,2006,2006,9,18,6,22.0,-49.4,105,3,260.25
2006257N16259,EP,NH,2006,2006,9,16,12,23.1,-107.1,110,3,258.5
2006258N11215,EP,NH,2006,2006,9,19,6,9.9,-157.5,30,-1,261.25
2006259N17245,EP,NH,2006,2006,9,17,0,18.5,-114.1,40,0,259.0
2006259N19155,WP,NH,2006,2006,9,21,12,21.5,146.1,140,5,263.5
2006262N19069,NI,NH,2006,2006,9,23,6,20.5,67.1,55,0,265.25
2006264N13115,WP,NH,2006,2006,9,23,6,14.3,111.7,30,-1,265.25
2006268N10187,EP,NH,2006,2006,9,26,18,11.2,-177.8,30,-1,268.75
2006268N12129,WP,NH,2006,2006,9,27,12,13.2,123.6,125,4,269.5
2006271N18089,NI,NH,2006,2006,9,28,18,18.5,86.8,35,0,270.75
2006271N26307,NA,NH,2006,2006,10,1,0,32.0,-59.8,75,1,273.0
2006272N13144,WP,NH,2006,2006,10,3,18,18.2,130.8,35,0,275.75
2006276N18151,WP,NH,2006,2006,10,5,12,23.6,151.8,30,-1,277.5
2006281N11201,EP,NH,2006,2006,10,13,18,13.7,-166.3,30,-1,285.75
2006282N13160,WP,NH,2006,2006,10,13,6,23.7,141.0,90,2,285.25
2006282N14243,EP,NH,2006,2006,10,10,0,16.2,-117.9,45,0,282.0
2006283N13232,EP,NH,2006,2006,10,10,12,14.5,-127.3,40,0,282.5
2006294N16254,EP,NH,2006,2006,10,23,12,16.3,-111.4,90,2,295.5
2006294S10168,SP,SH,2007,2006,10,24,0,-13.2,169.2,115,4,115.0
2006298N12143,WP,NH,2006,2006,10,29,6,16.2,123.5,140,5,301.25
2006300N07078,NI,NH,2006,2006,10,29,18,15.5,80.4,55,0,301.75
2006300N17256,EP,NH,2006,2006,10,26,12,16.7,-103.9,30,-1,298.5
2006311N16143,WP,NH,2006,2006,11,10,12,16.2,124.2,125,4,313.5
2006312N13256,EP,NH,2006,2006,11,9,6,14.8,-105.2,35,0,312.25
2006315N13248,EP,NH,2006,2006,11,11,0,13.1,-112.3,30,-1,314.0
2006318N12256,EP,NH,2006,2006,11,15,18,12.0,-103.7,95,2,318.75
2006322S09172,SP,SH,2007,2006,11,23,18,-14.0,163.3,70,1,145.75
2006329N06150,WP,NH,2006,2006,11,29,12,13.3,126.2,135,4,332.5
2006330S06049,SI,SH,2007,2006,11,30,6,-12.1,42.0,45,0,152.25
2006335S10164,SP,SH,2007,2006,12,1,12,-11.7,164.9,35,0,153.5
2006340N08142,WP,NH,2006,2006,12,10,0,12.1,121.6,100,3,343.0
2006349N08157,WP,NH,2006,2006,12,17,0,11.0,141.5,30,-1,350.0
2006350S07071,SI,SH,2007,2006,12,19,18,-10.7,57.4,135,4,171.75
2006364S12058,SI,SH,2007,2007,1,2,12,-20.1,50.3,65,1,185.5
2006365S12114,SI,SH,2007,2007,1,2,18,-17.7,120.0,40,0,185.75
2007021S12183,SP,SH,2007,2007,1,24,18,-15.1,-162.8,65,1,207.75
2007021S12195,SP,SH,2007,2007,1,23,12,-17.7,-153.3,60,0,206.5
2007027S07069,SI,SH,2007,2007,2,3,6,-18.6,67.4,115,4,217.25
2007032S11137,SP,SH,2007,2007,2,6,18,-16.4,141.3,50,0,220.75
2007033S12177,SP,SH,2007,2007,2,4,0,-15.6,178.1,35,0,218.0
2007037S19050,SI,SH,2007,2007,2,10,0,-16.2,59.2,55,0,224.0
2007043S11071,SI,SH,2007,2007,2,21,0,-24.5,39.9,120,4,235.0
2007050S16079,SI,SH,2007,2007,2,25,18,-18.5,54.1,105,3,239.75
2007052S10093,SI,SH,2007,2007,2,25,6,-19.3,78.8,80,1,239.25
2007058S12135,SI,SH,2007,2007,3,8,12,-19.9,119.0,110,3,250.5
2007062S14119,SI,SH,2007,2007,3,10,0,-16.4,110.4,75,1,252.0
2007066S12066,SI,SH,2007,2007,3,14,18,-14.7,51.0,120,4,256.75
2007082S16125,SI,SH,2007,2007,3,27,0,-18.6,116.8,105,3,269.0
2007084S12157,SP,SH,2007,2007,3,28,12,-19.7,168.3,70,1,270.5
2007085S11085,SI,SH,2007,2007,4,1,0,-14.8,60.3,110,3,274.0
2007090N06158,WP,NH,2007,2007,4,3,12,17.7,144.3,100,3,92.5
2007091S14175,SP,SH,2007,2007,4,5,12,-22.3,-176.2,55,0,278.5
2007127N36286,NA,NH,2007,2007,5,7,6,33.3,-72.3,65,-4,126.25
2007133N15091,NI,NH,2007,2007,5,14,18,21.2,92.1,65,1,133.75
2007135N08147,WP,NH,2007,2007,5,20,12,19.9,135.4,130,4,139.5
2007136S10158,SP,SH,2007,2007,5,16,6,-11.1,157.3,30,-1,319.25
2007147N13249,EP,NH,2007,2007,5,29,0,12.8,-113.1,35,0,148.0
2007150N14263,EP,NH,2007,2007,6,1,12,13.2,-94.4,45,0,151.5
2007151N14072,NI,NH,2007,2007,6,4,12,19.9,64.1,145,5,154.5
2007151N18273,NA,NH,2007,2007,6,2,0,24.3,-85.2,50,0,152.0
2007163N15250,EP,NH,2007,2007,6,11,12,15.5,-110.3,30,-1,161.5
2007172N15088,NI,NH,2007,2007,6,26,0,25.0,65.4,50,0,176.0
2007178N18089,NI,NH,2007,2007,6,28,18,19.0,86.2,45,0,178.75
2007184N16112,WP,NH,2007,2007,7,5,0,20.1,108.7,35,0,185.0
2007188N04148,WP,NH,2007,2007,7,12,0,21.1,129.1,125,4,192.0
2007191N17241,EP,NH,2007,2007,7,9,18,17.0,-118.6,30,-1,189.75
2007196N11234,EP,NH,2007,2007,7,16,18,14.4,-130.9,65,1,196.75
2007196N15246,EP,NH,2007,2007,7,14,12,15.4,-114.2,30,-1,194.5
2007203N13255,EP,NH,2007,2007,7,25,0,18.1,-110.6,50,0,205.0
2007208N20155,WP,NH,2007,2007,8,1,0,25.1,136.9,120,4,212.0
2007208S03086,SI,SH,2008,2007,7,30,0,-11.0,91.1,40,0,29.0
2007212N36294,NA,NH,2007,2007,8,1,18,49.0,-49.5,60,-4,212.75
2007213N12115,WP,NH,2007,2007,8,3,0,13.3,112.7,30,-1,214.0
2007213N13238,EP,NH,2007,2007,8,1,0,13.0,-124.2,35,0,212.0
2007216N18138,WP,NH,2007,2007,8,7,12,21.9,122.0,70,1,218.5
2007219N15130,WP,NH,2007,2007,8,7,12,18.7,128.2,30,-1,218.5
2007221N13234,EP,NH,2007,2007,8,12,0,13.2,-141.7,120,4,223.0
2007223N19136,WP,NH,2007,2007,8,15,18,16.6,127.1,140,5,226.75
2007225N12331,NA,NH,2007,2007,8,21,6,18.6,-86.9,150,5,232.25
2007227N24269,NA,NH,2007,2007,8,19,6,35.6,-98.8,50,-3,230.25
2007240N17153,WP,NH,2007,2007,8,31,0,26.6,155.5,80,1,242.0
2007242N13264,EP,NH,2007,2007,9,4,12,21.7,-109.3,75,1,246.5
2007242N19251,EP,NH,2007,2007,8,30,6,19.2,-112.2,40,0,241.25
2007244N12303,NA,NH,2007,2007,9,3,0,13.8,-73.0,150,5,245.0
2007249N24161,WP,NH,2007,2007,9,10,6,38.2,150.3,65,1,252.25
2007251N30288,NA,NH,2007,2007,9,9,12,34.3,-76.4,50,0,251.5
2007254N18140,WP,NH,2007,2007,9,14,18,26.6,126.4,125,4,256.75
2007255N13316,NA,NH,2007,2007,9,14,12,15.3,-49.9,40,0,256.5
2007255N27265,NA,NH,2007,2007,9,13,6,29.5,-94.4,80,1,255.25
2007257N16134,WP,NH,2007,2007,9,18,0,24.4,123.7,135,4,260.0
2007261N13254,EP,NH,2007,2007,9,20,18,17.5,-113.1,70,1,262.75
2007262N09138,WP,NH,2007,2007,9,20,12,14.2,136.9,30,-1,262.5
2007262N16233,EP,NH,2007,2007,9,19,12,17.0,-127.5,30,-1,261.5
2007265N20122,WP,NH,2007,2007,9,24,0,19.8,111.5,45,0,266.0
2007265N29275,NA,NH,2007,2007,9,21,12,29.1,-85.4,30,-2,263.5
2007266N36314,NA,NH,2007,2007,9,23,6,36.2,-46.1,35,-2,265.25
2007268N10324,NA,NH,2007,2007,9,26,12,11.7,-42.4,65,1,268.5
2007269N22265,NA,NH,2007,2007,9,28,0,20.5,-96.3,70,1,270.0
2007271N14334,NA,NH,2007,2007,9,29,6,14.5,-27.4,35,0,271.25
2007272N15251,EP,NH,2007,2007,9,30,12,18.1,-113.0,50,0,272.5
2007272N17125,WP,NH,2007,2007,10,2,6,17.3,110.8,70,1,274.25
2007274N18131,WP,NH,2007,2007,10,5,0,20.4,125.2,130,4,277.0
2007274N28173,WP,NH,2007,2007,10,5,6,28.1,171.9,50,0,277.25
2007282N19181,WP,NH,2007,2007,10,13,6,28.6,171.0,40,0,285.25
2007285N30307,NA,NH,2007,2007,10,17,0,41.9,-30.1,45,-4,289.0
2007288N15251,EP,NH,2007,2007,10,20,18,18.2,-106.8,60,0,292.75
2007291N19148,WP,NH,2007,2007,10,20,18,26.1,142.1,115,4,292.75
2007297N18300,NA,NH,2007,2007,11,3,12,36.4,-70.9,75,-4,306.5
2007298N18136,WP,NH,2007,2007,10,26,12,24.8,131.7,40,0,298.5
2007300N11068,NI,NH,2007,2007,10,28,0,11.3,66.8,40,0,300.0
2007306N18133,WP,NH,2007,2007,11,6,6,18.6,118.4,75,1,309.25
2007313N16148,WP,NH,2007,2007,11,11,18,21.2,140.6,35,0,314.75
2007314N10093,NI,NH,2007,2007,11,14,18,16.6,89.2,140,5,317.75
2007315S05095,SI,SH,2008,2007,11,15,18,-11.6,89.4,60,0,137.75
2007317S10150,SP,SH,2008,2007,11,16,12,-11.5,147.1,75,1,138.5
2007322S06075,SI,SH,2008,2007,11,20,0,-11.0,76.1,65,1,142.0
2007323N09128,WP,NH,2007,2007,11,22,12,10.9,112.0,80,1,325.5
2007324N10140,WP,NH,2007,2007,11,23,18,14.2,126.5,95,2,326.75
2007327N09152,WP,NH,2007,2007,11,24,0,11.3,144.9,25,-1,327.0
2007330N10141,WP,NH,2007,2007,11,28,6,21.8,137.0,25,-3,331.25
2007337S12186,SP,SH,2008,2007,12,7,0,-15.5,177.7,110,3,159.0
2007345N18298,NA,NH,2007,2007,12,11,18,18.5,-68.4,50,0,344.75
2007346S12073,SI,SH,2008,2007,12,17,12,-20.1,61.1,40,0,169.5
2007352S12088,SI,SH,2008,2007,12,20,12,-17.4,84.3,50,0,172.5
2007360S10116,SI,SH,2008,2007,12,29,0,-16.8,117.4,60,0,181.0
2007363S20043,SI,SH,2008,2008,1,1,0,-19.0,41.0,40,0,184.0
2007365S15134,SI,SH,2008,2008,1,4,12,-13.2,129.8,50,0,187.5
2008008S18184,SP,SH,2008,2008,1,10,12,-22.9,-175.1,50,0,193.5
2008012N12123,WP,NH,2008,2008,1,14,6,12.3,113.7,40,0,13.25
2008015S16162,SP,SH,2008,2008,1,18,18,-19.8,174.2,105,3,201.75
2008023S10050,SI,SH,2008,2008,1,27,6,-15.7,44.4,85,2,210.25
2008026S11064,SI,SH,2008,2008,1,29,6,-14.7,61.5,90,2,212.25
2008026S12179,SP,SH,2008,2008,1,31,18,-19.6,170.7,100,3,214.75
2008033S11083,SI,SH,2008,2008,2,7,12,-14.9,82.7,130,4,221.5
2008035S14101,SI,SH,2008,2008,2,8,12,-17.3,107.6,40,0,222.5
2008037S10055,SI,SH,2008,2008,2,16,12,-16.5,51.9,125,4,230.5
2008042S16122,SI,SH,2008,2008,2,16,6,-17.1,117.9,80,1,230.25
2008058S15131,SI,SH,2008,2008,3,2,6,-16.6,120.5,65,1,245.25
2008060S19151,SP,SH,2008,2008,2,29,6,-21.2,154.5,35,0,243.25
2008062S10064,SI,SH,2008,2008,3,8,6,-15.4,40.7,110,3,251.25
2008065S12096,SI,SH,2008,2008,3,10,18,-19.4,78.2,115,4,253.75
2008079S12069,SI,SH,2008,2008,3,21,18,-15.8,59.7,35,0,264.75
2008080S17163,SP,SH,2008,2008,3,20,18,-19.4,163.8,35,0,263.75
2008083S12102,SI,SH,2008,2008,3,27,0,-19.3,105.9,100,3,270.0
2008104N08128,WP,NH,2008,2008,4,17,18,17.1,111.7,100,3,107.75
2008108S13158,SP,SH,2008,2008,4,17,18,-14.4,159.6,30,-1,291.75
2008111S06082,SI,SH,2008,2008,4,23,0,-8.9,95.3,40,0,297.0
2008111S08096,SI,SH,2008,2008,4,22,0,-10.8,104.8,50,0,296.0
2008117N11090,NI,NH,2008,2008,5,2,6,15.9,93.6,115,4,122.25
2008128N07134,WP,NH,2008,2008,5,10,12,16.9,132.0,135,4,130.5
2008135N12116,WP,NH,2008,2008,5,17,12,16.3,120.1,75,1,137.5
2008135N16125,WP,NH,2008,2008,5,16,0,23.7,130.4,40,0,136.0
2008147N10141,WP,NH,2008,2008,5,29,6,16.1,135.9,125,4,149.25
2008150N10274,EP,NH,2008,2008,5,29,18,12.0,-86.9,55,0,149.75
2008152N18273,NA,NH,2008,2008,5,31,6,17.8,-88.0,40,0,151.25
2008169N08135,WP,NH,2008,2008,6,21,0,11.9,122.7,110,3,172.0
2008179N12252,EP,NH,2008,2008,7,2,6,15.7,-126.2,70,1,183.25
2008180N14238,EP,NH,2008,2008,6,28,18,14.6,-125.0,45,0,179.75
2008184N15254,EP,NH,2008,2008,7,2,12,17.4,-107.6,35,0,183.5
2008185N13337,NA,NH,2008,2008,7,8,0,20.6,-52.2,105,3,189.0
2008188N14260,EP,NH,2008,2008,7,6,12,16.2,-102.0,30,-1,187.5
2008193N20126,WP,NH,2008,2008,7,17,6,23.3,122.5,90,2,198.25
2008194N11266,EP,NH,2008,2008,7,16,18,16.9,-117.2,90,2,197.75
2008198N10265,EP,NH,2008,2008,7,20,12,17.5,-112.2,80,1,201.5
2008201N32280,NA,NH,2008,2008,7,21,12,36.2,-73.2,55,0,202.5
2008203N18276,NA,NH,2008,2008,7,23,12,25.9,-96.7,85,2,204.5
2008204N13260,EP,NH,2008,2008,7,25,12,16.3,-115.2,65,1,206.5
2008206N22133,WP,NH,2008,2008,7,27,18,23.1,122.3,95,2,208.75
2008217N19120,WP,NH,2008,2008,8,6,6,21.6,112.9,50,0,218.25
2008217N28273,NA,NH,2008,2008,8,5,6,29.0,-92.9,55,0,217.25
2008218N10224,EP,NH,2008,2008,8,7,6,10.4,-147.2,35,0,219.25
2008220N12250,EP,NH,2008,2008,8,9,12,15.5,-122.8,105,3,221.5
2008224N24122,WP,NH,2008,2008,8,13,18,30.8,126.5,35,0,225.75
2008226N22134,WP,NH,2008,2008,8,15,6,30.1,135.4,55,0,227.25
2008227N16255,EP,NH,2008,2008,8,14,12,17.6,-109.1,45,0,226.5
2008229N13147,WP,NH,2008,2008,8,20,0,18.7,122.0,100,3,232.0
2008229N18293,NA,NH,2008,2008,8,19,18,27.0,-81.1,60,0,231.75
2008237N18253,EP,NH,2008,2008,8,24,12,21.9,-109.8,45,0,236.5
2008238N13130,WP,NH,2008,2008,8,27,0,17.6,123.8,35,0,239.0
2008238N13293,NA,NH,2008,2008,8,30,18,21.6,-82.5,125,4,242.75
2008241N19303,NA,NH,2008,2008,9,2,0,21.8,-72.3,75,1,245.0
2008245N17323,NA,NH,2008,2008,9,4,6,22.4,-55.0,125,4,247.25
2008246N12338,NA,NH,2008,2008,9,3,6,13.6,-27.2,55,0,246.25
2008246N19250,EP,NH,2008,2008,9,2,12,19.2,-111.0,35,0,245.5
2008251N15256,EP,NH,2008,2008,9,7,12,16.9,-107.5,45,0,250.5
2008252N16128,WP,NH,2008,2008,9,10,18,20.8,124.3,125,4,253.75
2008253N29150,WP,NH,2008,2008,9,10,0,30.4,146.6,35,0,253.0
2008257N28148,WP,NH,2008,2008,9,14,6,35.4,150.8,35,0,257.25
2008259N20089,NI,NH,2008,2008,9,16,18,21.2,86.7,45,0,259.75
2008262N16142,WP,NH,2008,2008,9,23,12,20.7,114.0,125,4,266.5
2008268N12140,WP,NH,2008,2008,9,27,6,20.6,125.6,140,5,270.25
2008269N21290,NA,NH,2008,2008,9,28,12,39.4,-68.2,75,1,271.5
2008270N39325,NA,NH,2008,2008,9,27,12,37.5,-38.0,70,-4,270.5
2008272N08139,WP,NH,2008,2008,9,29,18,9.9,127.9,40,0,272.75
2008272N15113,WP,NH,2008,2008,9,29,18,17.4,108.1,55,0,272.75
2008275N16245,EP,NH,2008,2008,10,4,0,17.7,-122.2,70,1,277.0
2008278N13261,EP,NH,2008,2008,10,8,18,16.4,-110.9,115,4,281.75
2008280N18268,NA,NH,2008,2008,10,7,0,19.7,-95.2,55,0,280.0
2008283N12271,EP,NH,2008,2008,10,10,6,13.8,-96.2,50,0,283.25
2008286N16323,NA,NH,2008,2008,10,12,12,16.0,-37.1,35,0,285.5
2008286N17109,WP,NH,2008,2008,10,14,12,19.2,107.6,35,0,287.5
2008287N15291,NA,NH,2008,2008,10,16,6,18.2,-63.9,115,4,289.25
2008289N15277,NA,NH,2008,2008,10,14,12,15.5,-82.8,25,-1,287.5
2008290S05071,SI,SH,2009,2008,10,20,6,-12.4,62.0,50,0,111.25
2008292N20152,WP,NH,2008,2008,10,19,12,28.6,149.3,45,0,292.5
2008293N09060,NI,NH,2008,2008,10,20,18,10.5,55.3,30,-1,293.75
2008297N12255,EP,NH,2008,2008,10,23,12,13.0,-104.9,30,-1,296.5
2008298N16085,NI,NH,2008,2008,10,26,18,21.0,89.6,45,0,299.75
2008308N08252,EP,NH,2008,2008,11,3,6,8.6,-111.7,40,0,307.25
2008311N08128,WP,NH,2008,2008,11,8,12,16.9,115.0,55,0,312.5
2008311N14278,NA,NH,2008,2008,11,8,12,19.8,-79.6,125,4,312.5
2008317N11089,NI,NH,2008,2008,11,14,12,14.0,84.1,45,0,318.5
2008319S07086,SI,SH,2009,2008,11,20,0,-10.0,83.1,40,0,142.0
2008320N08122,WP,NH,2008,2008,11,17,0,11.6,111.2,40,0,321.0
2008320N23146,WP,NH,2008,2008,11,16,6,27.3,152.9,40,0,320.25
2008323S08089,SI,SH,2009,2008,11,20,0,-13.7,101.5,60,0,142.0
2008329N09082,NI,NH,2008,2008,11,26,6,10.6,80.7,50,0,330.25
2008338N06092,NI,NH,2008,2008,12,5,6,8.2,88.1,35,0,339.25
2008343N16168,WP,NH,2008,2008,12,15,18,15.4,130.5,85,2,349.75
2008348S10077,SI,SH,2009,2008,12,18,6,-12.4,66.9,55,0,170.25
2008351S11128,SI,SH,2009,2008,12,24,18,-17.6,117.9,110,3,176.75
2009008S13069,SI,SH,2009,2009,1,11,0,-20.6,68.3,55,0,194.0
2009011S16139,SP,SH,2009,2009,1,11,12,-16.2,140.6,40,0,194.5
