sid,basin,sphere,season,year,month,day,hour,lat,lon,lmi,sshs,occurtime
1967072S15149,SP,SH,,,,,,,,,,
1967072S15157,SP,SH,1967,1967,3,16,0,-22.2,157.6,30,-1,258.0
1967073S15138,SP,SH,,,,,,,,,,
1967075N08148,WP,NH,1967,1967,3,19,0,12.8,139.3,60,0,77.0
1967085S13155,SP,SH,,,,,,,,,,
1967086S13161,SP,SH,,,,,,,,,,
1967091N04151,WP,NH,1967,1967,4,5,18,13.7,131.6,120,4,94.75
1967096S10096,SI,SH,1967,1967,4,13,12,-30.4,102.3,35,0,286.5
1967128N06137,WP,NH,1967,1967,5,10,12,13.4,134.6,40,0,129.5
1967132S10076,SI,SH,,,,,,,,,,
1967135N11092,NI,NH,,,,,,,,,,
1967159N14243,EP,NH,1967,1967,6,7,12,14.0,-117.2,45,0,157.5
1967162N17275,NA,NH,1967,1967,6,10,12,17.0,-85.0,25,-1,160.5
1967162N28297,NA,NH,,,,,,,,,,
1967167N16259,EP,NH,1967,1967,6,16,0,16.1,-101.4,40,0,166.0
1967167N29286,NA,NH,1967,1967,6,20,12,39.8,-70.6,45,-4,170.5
1967170N23301,NA,NH,,,,,,,,,,
1967171N30282,NA,NH,1967,1967,6,21,18,30.6,-73.2,45,0,171.75
1967174N15258,EP,NH,1967,1967,6,24,6,17.7,-106.1,75,1,174.25
1967175N10142,WP,NH,1967,1967,6,29,6,20.5,119.5,80,1,179.25
1967180N20088,NI,NH,,,,,,,,,,
1967181N09148,WP,NH,1967,1967,7,5,0,17.7,128.1,75,1,185.0
1967183N20155,WP,NH,1967,1967,7,10,12,23.1,124.2,100,3,190.5
1967186N15220,EP,NH,1967,1967,7,5,6,14.8,-140.0,25,-1,185.25
1967187N10264,EP,NH,1967,1967,7,9,6,15.4,-113.0,45,0,189.25
1967187N11345,NA,NH,,,,,,,,,,
1967194N15243,EP,NH,1967,1967,7,14,12,17.7,-125.1,55,0,194.5
1967200N19148,WP,NH,1967,1967,7,22,6,22.7,143.6,60,0,202.25
1967203N15343,NA,NH,,,,,,,,,,
1967205N13262,EP,NH,1967,1967,7,24,0,13.0,-98.0,45,0,204.0
1967206N15153,WP,NH,1967,1967,7,31,0,23.5,157.0,80,1,211.0
1967206N15241,EP,NH,1967,1967,7,26,18,14.3,-127.3,45,0,206.75
1967207N20088,NI,NH,,,,,,,,,,
1967209N16113,WP,NH,1967,1967,7,31,6,17.6,112.9,60,0,211.25
1967209N17139,WP,NH,1967,1967,8,2,0,24.9,141.8,60,0,213.0
1967212N19090,NI,NH,,,,,,,,,,
1967215N20166,WP,NH,1967,1967,8,6,6,28.7,171.4,60,0,217.25
1967216N20343,NA,NH,,,,,,,,,,
1967220N17119,WP,NH,,,,,,,,,,
1967221N18132,WP,NH,,,,,,,,,,
1967222N10145,WP,NH,1967,1967,8,15,12,20.7,113.1,40,0,226.5
1967222N18249,EP,NH,1967,1967,8,10,0,17.7,-110.7,26,-1,221.0
1967223N13347,NA,NH,,,,,,,,,,
1967224N13253,EP,NH,1967,1967,8,14,18,20.3,-119.3,60,0,225.75
1967227N19144,WP,NH,1967,1967,8,21,0,29.8,133.4,55,0,232.0
1967228N14132,WP,NH,1967,1967,8,21,0,20.1,114.5,70,1,232.0
1967229N18344,NA,NH,,,,,,,,,,
1967229N21164,WP,NH,1967,1967,8,19,0,29.3,156.0,55,0,230.0
1967230N15248,EP,NH,1967,1967,8,19,0,18.3,-117.9,75,1,230.0
1967230N21090,NI,NH,,,,,,,,,,
1967233N21343,NA,NH,,,,,,,,,,
1967235N13130,WP,NH,,,,,,,,,,
1967235N18144,WP,NH,1967,1967,8,27,0,18.4,125.2,125,4,238.0
1967237N15140,WP,NH,1967,1967,8,29,0,23.2,125.3,70,1,240.0
1967241N15170,WP,NH,1967,1967,9,3,12,20.5,158.3,155,5,245.5
1967241N16324,NA,NH,1967,1967,9,3,18,42.6,-52.5,80,1,245.75
1967242N18253,EP,NH,1967,1967,8,31,0,20.9,-110.7,75,1,242.0
1967245N15335,NA,NH,1967,1967,9,3,12,16.6,-29.3,35,0,245.5
1967245N21090,NI,NH,,,,,,,,,,
1967246N21124,WP,NH,1967,1967,9,5,6,19.1,113.7,50,0,247.25
1967248N13253,EP,NH,1967,1967,9,6,18,14.0,-114.6,75,1,248.75
1967248N15341,NA,NH,1967,1967,9,13,0,27.9,-50.9,95,2,255.0
1967248N23168,WP,NH,1967,1967,9,12,0,26.7,155.8,110,3,254.0
1967248N31282,NA,NH,1967,1967,9,14,18,38.0,-66.5,85,2,256.75
1967249N13303,NA,NH,1967,1967,9,20,0,24.3,-96.3,140,5,262.0
1967252N11211,WP,NH,1967,1967,9,16,12,19.3,166.1,130,4,258.5
1967253N29167,WP,NH,1967,1967,9,11,18,31.0,151.6,50,0,253.75
1967256N16254,EP,NH,1967,1967,9,13,6,16.0,-106.0,50,0,255.25
1967256N18163,WP,NH,1967,1967,9,14,6,26.9,157.6,45,0,256.25
1967257N15247,EP,NH,1967,1967,9,14,0,15.6,-116.1,45,0,256.0
1967259N17145,WP,NH,1967,1967,9,21,0,22.5,142.1,95,2,263.0
1967263N13341,NA,NH,1967,1967,9,25,18,16.2,-52.7,30,-1,267.75
1967263N25086,NI,NH,,,,,,,,,,
1967268N06165,WP,NH,1967,1967,10,4,18,27.3,146.5,80,1,276.75
1967268N12333,NA,NH,1967,1967,9,28,0,12.2,-39.2,40,0,270.0
1967270N13313,NA,NH,1967,1967,9,28,18,14.5,-56.0,45,0,270.75
1967270N15339,NA,NH,1967,1967,9,27,0,15.7,-22.9,30,-1,269.0
1967270N20089,NI,NH,,,,,,,,,,
1967275N20267,NA,NH,1967,1967,10,2,12,22.1,-93.1,65,1,274.5
1967277N13343,NA,NH,,,,,,,,,,
1967278N15119,WP,NH,,,,,,,,,,
1967279N13251,EP,NH,1967,1967,10,14,6,26.9,-111.6,110,3,286.25
1967279N17342,NA,NH,1967,1967,10,6,6,18.0,-18.1,45,0,278.25
1967280N20150,WP,NH,1967,1967,10,9,6,30.1,152.4,60,0,281.25
1967281N18089,NI,NH,,,,,,,,,,
1967282N25285,NA,NH,,,,,,,,,,
1967283N11150,WP,NH,1967,1967,10,14,18,14.1,133.0,160,5,286.75
1967287N13259,EP,NH,1967,1967,10,16,0,16.3,-108.0,75,1,288.0
1967287N27289,NA,NH,1967,1967,10,18,0,36.5,-72.0,50,0,290.0
1967289N09149,WP,NH,1967,1967,10,24,0,22.7,129.3,100,3,296.0
1967289N16318,NA,NH,1967,1967,10,16,12,14.3,-47.5,30,-1,288.5
1967293N07079,NI,NH,,,,,,,,,,
1967293N09090,NI,NH,,,,,,,,,,
1967293N21306,NA,NH,1967,1967,10,25,12,34.5,-48.5,75,1,297.5
1967294N13245,EP,NH,1967,1967,10,22,0,13.4,-119.7,45,0,294.0
1967300N26289,NA,NH,,,,,,,,,,
1967303N07150,WP,NH,1967,1967,11,2,12,11.3,129.5,140,5,305.5
1967304N10085,NI,NH,,,,,,,,,,
1967310N11129,WP,NH,1967,1967,11,9,6,11.5,112.7,85,2,312.25
1967311N09160,WP,NH,1967,1967,11,13,18,15.0,141.1,130,4,316.75
1967314S05163,SP,SH,,,,,,,,,,
1967320N10171,WP,NH,1967,1967,11,21,0,19.1,137.3,110,3,324.0
1967331N06085,NI,NH,,,,,,,,,,
1967338N05088,NI,NH,,,,,,,,,,
1967340S15152,SP,SH,,,,,,,,,,
1967342S08078,SI,SH,,,,,,,,,,
1967343S25155,SP,SH,,,,,,,,,,
1967348S12185,SP,SH,,,,,,,,,,
1967350N10135,WP,NH,1967,1967,12,19,0,13.1,135.5,60,0,352.0
1967354S12057,SI,SH,,,,,,,,,,
1967363S10078,SI,SH,,,,,,,,,,
1967364S17043,SI,SH,,,,,,,,,,
1968007S17042,SI,SH,,,,,,,,,,
1968009S13071,SI,SH,,,,,,,,,,
1968011S11120,SI,SH,,,,,,,,,,
1968014S13166,SP,SH,,,,,,,,,,
1968017S11072,SI,SH,,,,,,,,,,
1968018S12132,SI,SH,,,,,,,,,,
1968019S07097,SI,SH,1968,1968,1,21,6,-11.8,96.9,50,0,204.25
1968019S12132,SI,SH,1968,1968,1,21,6,-14.9,125.8,35,0,204.25
1968026S14139,SP,SH,,,,,,,,,,
1968026S16162,SP,SH,,,,,,,,,,
1968034S15140,SP,SH,1968,1968,2,4,18,-14.7,136.2,20,-1,218.75
1968036S19118,SI,SH,,,,,,,,,,
1968040S13062,SI,SH,,,,,,,,,,
1968044S15122,SI,SH,,,,,,,,,,
1968044S17139,SP,SH,,,,,,,,,,
1968051S13139,SP,SH,,,,,,,,,,
1968056S13148,SP,SH,1968,1968,2,25,6,-13.6,147.8,20,-1,239.25
1968057N07133,WP,NH,,,,,,,,,,
1968060S14167,SP,SH,,,,,,,,,,
1968066S13055,SI,SH,,,,,,,,,,
1968086S13078,SI,SH,,,,,,,,,,
1968094S08156,SP,SH,,,,,,,,,,
1968096S10079,SI,SH,,,,,,,,,,
1968097N05157,WP,NH,1968,1968,4,10,18,13.3,147.4,110,3,100.75
1968128N14096,NI,NH,,,,,,,,,,
1968149N10150,WP,NH,1968,1968,6,3,6,20.0,132.1,100,3,154.25
1968153N17275,NA,NH,1968,1968,6,5,18,28.2,-80.2,65,1,156.75
1968154N08146,WP,NH,,,,,,,,,,
1968155N13160,WP,NH,,,,,,,,,,
1968164N21090,NI,NH,,,,,,,,,,
1968170N25279,NA,NH,1968,1968,6,24,0,35.4,-64.3,70,1,175.0
1968173N17258,EP,NH,1968,1968,6,20,12,16.6,-102.0,45,0,171.5
1968174N20265,NA,NH,1968,1968,6,24,0,28.3,-97.2,60,0,175.0
1968178N13156,WP,NH,1968,1968,6,30,0,19.3,131.4,110,3,181.0
1968186N13256,EP,NH,1968,1968,7,4,0,13.0,-103.7,45,0,185.0
1968186N28271,NA,NH,1968,1968,7,4,0,27.9,-88.8,25,-1,185.0
1968191N23088,NI,NH,,,,,,,,,,
1968196N15220,EP,NH,1968,1968,7,14,6,15.0,-140.5,25,-1,195.25
1968197N16257,EP,NH,1968,1968,7,15,18,15.9,-104.5,45,0,196.75
1968201N13152,WP,NH,1968,1968,7,24,0,20.8,141.1,130,4,205.0
1968202N19133,WP,NH,1968,1968,7,24,18,19.9,122.7,60,0,205.75
1968203N11257,EP,NH,1968,1968,7,21,18,14.1,-107.1,45,0,202.75
1968203N18119,WP,NH,1968,1968,7,25,6,16.3,114.2,45,0,206.25
1968206N11259,EP,NH,1968,1968,7,24,12,11.4,-103.9,45,0,205.5
1968208N18089,NI,NH,,,,,,,,,,
1968216N22090,NI,NH,,,,,,,,,,
1968217N17163,WP,NH,1968,1968,8,8,18,26.4,149.1,55,0,220.75
1968218N12256,EP,NH,1968,1968,8,8,6,15.0,-117.5,75,1,220.25
1968218N15141,WP,NH,1968,1968,8,11,18,18.4,113.1,60,0,223.75
1968219N12263,EP,NH,1968,1968,8,8,0,16.5,-107.4,45,0,220.0
1968220N20175,WP,NH,,,,,,,,,,
1968223N26280,NA,NH,1968,1968,8,13,0,36.4,-66.6,75,1,225.0
1968224N22091,NI,NH,,,,,,,,,,
1968227N14145,WP,NH,1968,1968,8,21,0,20.7,115.4,65,1,233.0
1968230N17252,EP,NH,1968,1968,8,17,18,20.5,-108.5,45,0,229.75
1968234N10254,EP,NH,1968,1968,8,24,6,13.5,-116.2,75,1,236.25
1968234N13264,EP,NH,1968,1968,8,22,0,13.8,-99.7,45,0,234.0
1968235N19090,NI,NH,,,,,,,,,,
1968235N20138,WP,NH,1968,1968,8,26,18,25.4,129.5,55,0,238.75
1968237N12259,EP,NH,1968,1968,8,25,18,13.9,-109.9,45,0,237.75
1968237N21177,EP,NH,1968,1968,8,27,6,45.2,-165.0,55,0,239.25
1968238N35180,EP,NH,1968,1968,8,25,0,35.0,-180.0,50,0,237.0
1968240N11173,WP,NH,1968,1968,9,3,18,18.3,139.1,150,5,246.75
1968240N15151,WP,NH,1968,1968,8,31,0,19.4,143.5,140,5,243.0
1968240N27273,NA,NH,1968,1968,8,26,12,26.6,-87.0,25,-1,238.5
1968241N12259,EP,NH,1968,1968,8,29,18,14.1,-109.0,75,1,241.75
1968242N09268,EP,NH,1968,1968,8,29,6,9.4,-92.9,45,0,241.25
1968243N15198,EP,NH,1968,1968,8,30,0,14.5,-162.0,25,-1,242.0
1968243N23120,WP,NH,1968,1968,9,4,6,17.8,110.3,65,1,247.25
1968251N08324,NA,NH,1968,1968,9,7,18,8.1,-40.1,30,-1,250.75
1968253N12261,EP,NH,1968,1968,9,11,18,19.3,-107.4,75,1,254.75
1968254N19091,NI,NH,,,,,,,,,,
1968254N32282,NA,NH,1968,1968,9,11,12,41.5,-73.0,55,0,254.5
1968256N16148,WP,NH,1968,1968,9,21,18,22.0,126.2,120,4,264.75
1968258N15330,NA,NH,1968,1968,9,15,0,15.8,-34.9,60,0,258.0
1968259N16152,WP,NH,1968,1968,9,19,6,22.5,145.7,110,3,262.25
1968259N32287,NA,NH,1968,1968,9,20,12,35.5,-49.5,75,-2,263.5
1968263N13332,NA,NH,1968,1968,9,18,12,12.6,-27.8,30,-1,261.5
1968266N06142,WP,NH,1968,1968,9,27,6,16.8,124.7,150,5,270.25
1968266N16253,EP,NH,1968,1968,9,23,18,17.6,-112.7,50,0,266.75
1968267N08317,NA,NH,1968,1968,9,24,0,8.9,-51.0,30,-1,267.0
1968268N26287,NA,NH,1968,1968,9,27,12,34.3,-66.2,50,0,270.5
1968270N13261,EP,NH,1968,1968,9,30,18,17.7,-106.8,75,1,273.75
1968270N20275,NA,NH,1968,1968,9,26,18,23.8,-82.8,30,-1,269.75
1968273N14089,NI,NH,,,,,,,,,,
1968275N13161,WP,NH,1968,1968,10,5,6,19.2,163.3,145,5,278.25
1968280N12262,EP,NH,1968,1968,10,8,18,17.7,-104.3,75,1,281.75
1968286N07142,WP,NH,1968,1968,10,19,0,19.5,132.8,90,2,292.0
1968288N14280,NA,NH,1968,1968,10,19,0,28.3,-83.1,85,2,292.0
1968290N14118,WP,NH,1968,1968,10,19,6,10.9,110.4,55,0,292.25
1968292N09165,WP,NH,1968,1968,10,24,0,24.9,147.8,80,1,297.0
1968293N13268,EP,NH,1968,1968,10,18,18,13.5,-91.5,45,0,291.75
1968295N09169,WP,NH,1968,1968,10,28,18,14.6,137.5,120,4,301.75
1968295N11089,NI,NH,,,,,,,,,,
1968295N14256,EP,NH,1968,1968,10,20,12,13.9,-103.9,45,0,293.5
1968300N10166,WP,NH,1968,1968,11,3,6,19.2,146.2,70,1,307.25
1968302S06065,SI,SH,,,,,,,,,,
1968307N11087,NI,NH,,,,,,,,,,
1968308S17175,SP,SH,,,,,,,,,,
1968311N08165,WP,NH,1968,1968,11,10,6,17.2,148.6,105,3,314.25
1968314N08089,NI,NH,,,,,,,,,,
1968314N08138,WP,NH,1968,1968,11,20,0,9.7,120.1,65,1,324.0
1968320N07168,WP,NH,1968,1968,11,26,12,9.2,112.6,70,1,330.5
1968325N05168,WP,NH,1968,1968,11,25,12,16.5,136.0,120,4,329.5
1968328S09153,SP,SH,1969,1968,11,26,0,-15.5,153.5,30,-1,148.0
1968330N25288,NA,NH,1968,1968,11,24,18,25.0,-71.8,30,-2,328.75
1968345S09162,SP,SH,,,,,,,,,,
1968347N05091,NI,NH,,,,,,,,,,
1968351S11092,SI,SH,,,,,,,,,,
1968354S12108,SI,SH,,,,,,,,,,
1968362S11091,SI,SH,,,,,,,,,,
1968362S11113,SI,SH,1969,1968,12,30,6,-14.4,107.0,30,-1,182.25
1969008S12179,SP,SH,,,,,,,,,,
1969015S07057,SI,SH,,,,,,,,,,
1969016N07177,WP,NH,1969,1969,1,18,12,10.1,162.4,85,2,17.5
1969024S13148,SP,SH,,,,,,,,,,
1969027S08071,SI,SH,,,,,,,,,,
1969027S08161,SP,SH,,,,,,,,,,
1969027S11113,SI,SH,,,,,,,,,,
1969036S13080,SI,SH,,,,,,,,,,
1969044S15173,SP,SH,,,,,,,,,,
1969044S21039,SI,SH,,,,,,,,,,
1969046S19123,SI,SH,,,,,,,,,,
1969047S15175,SP,SH,,,,,,,,,,
1969056S13178,SP,SH,,,,,,,,,,
1969058S11164,SP,SH,,,,,,,,,,
1969060S12136,SP,SH,,,,,,,,,,
1969066N05170,WP,NH,1969,1969,3,8,6,6.5,165.4,40,0,66.25
1969074S16162,SP,SH,,,,,,,,,,
1969078S09068,SI,SH,,,,,,,,,,
1969088S10097,SI,SH,1969,1969,3,31,18,-15.4,98.0,40,0,273.75
1969091S15160,SP,SH,1969,1969,4,2,0,-16.5,164.2,40,0,275.0
1969098S11156,SP,SH,1969,1969,4,10,6,-11.1,154.7,30,-1,283.25
1969101S10165,SP,SH,1969,1969,4,13,18,-15.8,161.6,30,-1,286.75
1969105N06148,WP,NH,1969,1969,4,22,6,8.7,128.5,105,3,111.25
1969116S09153,SP,SH,1969,1969,4,30,0,-12.3,154.8,55,0,303.0
1969134N15087,NI,NH,,,,,,,,,,
1969149N12278,NA,NH,1969,1969,5,29,0,12.0,-82.0,25,-1,148.0
1969149N26282,NA,NH,1969,1969,5,29,0,26.1,-77.8,25,-1,148.0
1969156N11263,EP,NH,1969,1969,6,5,0,11.3,-97.1,26,-1,155.0
1969156N19068,NI,NH,,,,,,,,,,
1969159N19278,NA,NH,1969,1969,6,8,0,19.0,-82.4,25,-1,158.0
1969163N21274,NA,NH,1969,1969,6,12,0,20.5,-85.9,25,-1,162.0
1969167N15088,NI,NH,,,,,,,,,,
1969183N13269,EP,NH,1969,1969,7,3,0,14.6,-98.6,45,0,183.0
1969187N09131,WP,NH,1969,1969,7,10,6,14.7,112.6,70,1,190.25
1969190N12258,EP,NH,1969,1969,7,12,18,13.9,-112.1,75,1,192.75
1969201N04151,WP,NH,1969,1969,7,26,0,17.6,126.3,130,4,206.0
1969203N13230,EP,NH,1969,1969,7,22,0,13.4,-130.4,45,0,202.0
1969206N09333,NA,NH,1969,1969,8,3,18,40.9,-65.6,60,0,214.75
1969207N11305,NA,NH,1969,1969,7,26,12,13.6,-59.0,30,-1,206.5
1969208N12145,WP,NH,1969,1969,7,30,18,18.4,129.6,50,0,210.75
1969209N19090,NI,NH,,,,,,,,,,
1969213N21140,WP,NH,1969,1969,8,4,0,31.3,134.5,45,0,215.0
1969216N09143,WP,NH,1969,1969,8,8,0,24.8,122.6,70,1,219.0
1969216N16253,EP,NH,1969,1969,8,5,18,18.7,-109.9,75,1,216.75
1969220N21090,NI,NH,,,,,,,,,,
1969220N22265,NA,NH,1969,1969,8,7,12,22.0,-95.5,30,-1,218.5
1969223N26288,NA,NH,1969,1969,8,12,0,39.0,-68.0,75,1,223.0
1969225N10150,WP,NH,1969,1969,8,19,12,25.2,127.4,85,2,230.5
1969225N21090,NI,NH,,,,,,,,,,
1969226N18280,NA,NH,1969,1969,8,16,18,24.3,-86.6,150,5,227.75
1969227N13325,NA,NH,1969,1969,8,20,0,23.8,-60.6,110,3,231.0
1969231S09069,SI,SH,,,,,,,,,,
1969235N20253,EP,NH,1969,1969,8,23,12,22.1,-109.2,55,0,234.5
1969236N15308,NA,NH,1969,1969,8,24,0,15.0,-52.2,25,-1,235.0
1969236N18343,NA,NH,1969,1969,8,24,0,17.5,-17.0,25,-1,235.0
1969237N29281,NA,NH,1969,1969,8,26,12,30.7,-73.7,45,0,237.5
1969241N10127,WP,NH,1969,1969,9,1,12,16.7,110.3,65,1,243.5
1969241N12298,NA,NH,1969,1969,9,2,18,16.4,-86.7,85,2,244.75
1969241N28281,NA,NH,1969,1969,8,29,0,27.5,-79.1,25,-1,240.0
1969245N17253,EP,NH,1969,1969,9,5,0,20.4,-109.8,60,0,247.0
1969249N17087,NI,NH,,,,,,,,,,
1969250N20119,WP,NH,,,,,,,,,,
1969250N26280,NA,NH,1969,1969,9,9,18,40.9,-69.4,105,3,251.75
1969251N13111,WP,NH,,,,,,,,,,
1969251N15259,EP,NH,1969,1969,9,10,0,21.2,-107.8,65,1,252.0
1969251N18333,NA,NH,1969,1969,9,7,12,18.0,-27.5,30,-1,249.5
1969252N12143,WP,NH,,,,,,,,,,
1969257N11314,NA,NH,1969,1969,9,16,18,16.0,-50.8,70,1,258.75
1969259N15165,WP,NH,1969,1969,9,24,6,20.4,136.7,150,5,266.25
1969259N26272,NA,NH,1969,1969,9,16,0,26.0,-88.1,25,-1,258.0
1969261N17088,NI,NH,,,,,,,,,,
1969262N15238,EP,NH,1969,1969,9,19,18,14.9,-124.5,55,0,261.75
1969263N24275,NA,NH,1969,1969,9,19,12,24.0,-85.4,30,-1,261.5
1969264N16313,NA,NH,1969,1969,10,5,12,31.2,-60.7,95,2,277.5
1969265N34288,NA,NH,1969,1969,9,28,12,60.5,-8.5,70,-4,270.5
1969266N21093,NI,NH,,,,,,,,,,
1969267N41325,NA,NH,1969,1969,9,27,6,37.0,-39.7,60,0,269.25
1969270N13139,WP,NH,1969,1969,10,1,0,19.8,123.8,60,0,273.0
1969271N23163,WP,NH,1969,1969,10,4,6,25.5,151.6,95,2,276.25
1969273N15119,WP,NH,,,,,,,,,,
1969273N16248,EP,NH,1969,1969,9,30,0,15.9,-112.0,45,0,272.0
1969273N24275,NA,NH,1969,1969,10,1,0,26.9,-86.6,50,-2,273.0
1969275N19276,NA,NH,1969,1969,10,2,12,24.2,-82.3,40,0,274.5
1969277N16264,NA,NH,1969,1969,10,4,0,16.4,-95.9,26,-1,276.0
1969279N11158,WP,NH,1969,1969,10,11,6,25.5,142.1,105,3,283.25
1969281N20292,NA,NH,1969,1969,10,17,18,41.1,-56.3,80,1,289.75
1969281S07076,SI,SH,,,,,,,,,,
1969282N14256,EP,NH,1969,1969,10,10,6,17.8,-108.1,65,1,282.25
1969282N18087,NI,NH,,,,,,,,,,
1969287N11150,WP,NH,1969,1969,10,20,6,25.0,148.5,115,4,292.25
1969290N18275,NA,NH,1969,1969,10,21,0,25.7,-91.0,80,1,293.0
1969294N11083,NI,NH,,,,,,,,,,
1969299N10142,WP,NH,1969,1969,11,2,18,20.9,131.3,105,3,305.75
1969302N31318,NA,NH,1969,1969,10,30,6,34.7,-47.0,60,0,302.25
1969302N38291,NA,NH,1969,1969,11,5,12,32.5,-35.0,80,1,308.5
1969306N08156,WP,NH,1969,1969,11,8,0,19.4,129.7,110,3,311.0
1969308N12095,NI,NH,,,,,,,,,,
1969316S08074,SI,SH,,,,,,,,,,
1969318S20155,SP,SH,1970,1969,11,14,0,-20.1,154.5,20,-1,136.0
1969325N11280,NA,NH,1969,1969,11,22,6,10.3,-81.0,80,1,325.25
1969328N09138,WP,NH,1969,1969,11,26,18,13.5,131.3,50,0,329.75
1969345N11081,NI,NH,,,,,,,,,,
1969352N10146,WP,NH,1969,1969,12,20,0,17.1,141.2,50,0,353.0
1969355N04091,NI,NH,,,,,,,,,,
1970003S07097,SI,SH,,,,,,,,,,
1970003S16165,SP,SH,1970,1970,1,17,18,-20.2,148.9,70,1,200.75
1970004S09175,SP,SH,,,,,,,,,,
1970007S17041,SI,SH,,,,,,,,,,
1970009S12185,SP,SH,,,,,,,,,,
1970010S12056,SI,SH,,,,,,,,,,
1970011S23178,SP,SH,,,,,,,,,,
1970022S11064,SI,SH,,,,,,,,,,
1970033S16085,SI,SH,,,,,,,,,,
1970040S13101,SI,SH,,,,,,,,,,
1970040S16083,SI,SH,,,,,,,,,,
1970041S14139,SP,SH,1970,1970,2,11,6,-11.6,143.2,45,0,225.25
1970042S14155,SP,SH,1970,1970,2,11,0,-14.2,154.5,40,0,225.0
1970043S15163,SP,SH,,,,,,,,,,
1970046S25178,SP,SH,,,,,,,,,,
1970050N07151,WP,NH,1970,1970,2,24,0,10.2,131.2,120,4,54.0
1970058S15200,SP,SH,,,,,,,,,,
1970060S14147,SP,SH,1970,1970,3,2,0,-14.7,147.2,25,-1,244.0
1970064S19153,SP,SH,,,,,,,,,,
1970071S11155,SP,SH,1970,1970,3,21,0,-16.3,140.1,25,-1,263.0
1970075S16061,SI,SH,,,,,,,,,,
1970078S11098,SI,SH,,,,,,,,,,
1970079S11071,SI,SH,,,,,,,,,,
1970092S17165,SP,SH,,,,,,,,,,
1970098S16182,SP,SH,,,,,,,,,,
1970104S10164,SP,SH,1970,1970,4,14,18,-9.9,161.8,25,-1,287.75
1970104S15184,SP,SH,,,,,,,,,,
1970122N10089,NI,NH,,,,,,,,,,
1970138N12281,NA,NH,1970,1970,5,20,18,17.4,-81.4,65,1,139.75
1970143N19091,NI,NH,,,,,,,,,,
1970148N14072,NI,NH,,,,,,,,,,
1970151N11261,EP,NH,1970,1970,6,1,0,10.9,-102.9,75,1,151.0
1970158N21090,NI,NH,,,,,,,,,,
1970161N13243,EP,NH,1970,1970,6,10,12,13.7,-118.0,50,0,160.5
1970169N11252,EP,NH,1970,1970,6,18,0,12.4,-109.3,45,0,168.0
1970174S11176,SP,SH,,,,,,,,,,
1970177N07142,WP,NH,1970,1970,6,29,6,7.7,127.7,50,0,179.25
1970178N07153,WP,NH,1970,1970,7,1,12,19.3,126.8,140,5,181.5
1970178N16260,EP,NH,1970,1970,6,28,6,17.6,-104.2,40,0,178.25
1970180N20088,NI,NH,,,,,,,,,,
1970183N08273,EP,NH,1970,1970,7,3,18,10.8,-95.4,85,2,183.75
1970187N18091,NI,NH,,,,,,,,,,
1970190N12140,WP,NH,1970,1970,7,13,12,16.0,123.8,55,0,193.5
1970196N15252,EP,NH,1970,1970,7,15,12,16.7,-112.6,45,0,195.5
1970198N16257,EP,NH,1970,1970,7,18,18,20.9,-108.3,50,0,198.75
1970200N19277,NA,NH,1970,1970,7,21,6,25.8,-86.8,55,0,201.25
1970200N24161,WP,NH,1970,1970,7,21,6,29.8,162.6,40,0,201.25
1970204N14260,EP,NH,1970,1970,7,24,18,16.0,-110.2,45,0,204.75
1970205N18253,EP,NH,1970,1970,7,24,18,19.8,-107.3,50,0,204.75
1970207N21139,WP,NH,,,,,,,,,,
1970209N25140,WP,NH,,,,,,,,,,
1970210N34285,NA,NH,1970,1970,7,29,12,34.1,-71.3,30,-1,209.5
1970211N17255,EP,NH,1970,1970,7,31,18,19.6,-112.2,50,0,211.75
1970211N27183,WP,NH,1970,1970,8,3,0,34.4,165.5,40,0,214.0
1970212N18278,NA,NH,1970,1970,8,3,18,27.5,-96.3,110,3,214.75
1970215N14342,NA,NH,1970,1970,8,3,6,15.5,-22.5,30,-1,214.25
1970215N21137,WP,NH,1970,1970,8,6,18,16.1,122.6,40,0,217.75
1970217N16260,EP,NH,1970,1970,8,5,18,16.9,-103.4,45,0,216.75
1970218N28285,NA,NH,1970,1970,8,5,18,28.0,-76.0,25,-1,216.75
1970219N18140,WP,NH,1970,1970,8,12,0,24.8,128.9,105,3,223.0
1970220N14342,NA,NH,1970,1970,8,18,12,41.3,-64.3,70,1,229.5
1970223N19340,NA,NH,1970,1970,8,12,12,19.0,-26.0,30,-3,223.5
1970225N12149,WP,NH,1970,1970,8,19,18,25.9,136.8,135,4,230.75
1970228N11263,EP,NH,1970,1970,8,22,18,16.9,-124.3,85,2,233.75
1970229N18086,NI,NH,,,,,,,,,,
1970230N12316,NA,NH,1970,1970,8,20,6,13.8,-58.0,60,0,231.25
1970233N13231,EP,NH,1970,1970,8,22,18,14.8,-138.3,50,0,233.75
1970233N15138,WP,NH,1970,1970,8,27,18,27.4,130.5,110,3,238.75
1970237N28154,WP,NH,1970,1970,8,28,6,34.1,142.7,85,2,239.25
1970243N16257,EP,NH,1970,1970,9,2,0,18.8,-109.8,50,0,244.0
1970244N25186,EP,NH,1970,1970,9,3,6,35.1,-179.2,70,1,245.25
1970245N19131,WP,NH,1970,1970,9,6,12,25.9,123.0,55,0,248.5
1970245N22087,NI,NH,,,,,,,,,,
